Age,Account_balance,Personal_loan_ind,Home_loan_ind,Prime_Customer_ind,Overall_Satisfaction
59,25059,1,0,0,Dis Satisfied
34,34003,0,1,1,Satisfied
30,70216,0,1,0,Satisfied
61,29061,0,1,0,Dis Satisfied
62,33732,0,1,0,Dis Satisfied
43,29994,1,0,1,Dis Satisfied
68,15002,1,1,1,Dis Satisfied
53,21053,0,1,0,Dis Satisfied
47,32038,0,1,0,Satisfied
74,21091,0,0,0,Dis Satisfied
36,66908,1,1,1,Satisfied
64,24035,1,0,1,Dis Satisfied
62,23960,0,0,1,Dis Satisfied
46,58720,0,0,0,Satisfied
23,100603,0,1,1,Satisfied
44,46006,0,0,1,Satisfied
35,28060,1,1,0,Dis Satisfied
48,75450,0,0,1,Satisfied
50,26924,1,0,1,Dis Satisfied
34,38985,0,1,0,Dis Satisfied
37,35085,0,0,0,Dis Satisfied
43,35048,0,1,0,Satisfied
67,14908,1,0,1,Dis Satisfied
45,5031,1,0,0,Dis Satisfied
42,10046,0,1,0,Dis Satisfied
43,79673,1,1,0,Satisfied
40,92870,1,0,1,Satisfied
55,34979,0,1,0,Dis Satisfied
47,12947,1,0,0,Dis Satisfied
41,24065,0,0,0,Dis Satisfied
31,37963,1,1,1,Satisfied
33,44791,0,0,1,Satisfied
66,5006,0,0,1,Dis Satisfied
21,31157,1,1,1,Satisfied
60,24922,0,1,0,Dis Satisfied
45,22972,1,1,0,Dis Satisfied
61,19978,1,1,1,Dis Satisfied
53,5048,0,0,0,Dis Satisfied
22,79176,0,0,0,Satisfied
65,35061,0,1,0,Dis Satisfied
73,24935,1,1,0,Dis Satisfied
37,58713,1,1,1,Satisfied
32,28093,0,0,1,Dis Satisfied
35,69282,1,0,1,Satisfied
42,33017,0,0,1,Dis Satisfied
37,32976,1,1,1,Satisfied
71,35930,1,0,0,Dis Satisfied
51,33981,0,0,0,Dis Satisfied
69,11909,1,0,0,Dis Satisfied
34,31000,0,0,1,Dis Satisfied
53,26098,1,0,0,Dis Satisfied
30,34116,0,0,1,Satisfied
23,62028,0,1,1,Satisfied
29,56952,0,1,1,Satisfied
24,63047,0,0,1,Satisfied
33,14091,1,1,1,Dis Satisfied
27,48753,1,0,1,Satisfied
47,36006,0,0,0,Satisfied
59,34918,0,1,1,Dis Satisfied
66,34112,0,0,0,Dis Satisfied
47,36024,0,1,1,Satisfied
57,39026,0,1,0,Dis Satisfied
44,32019,0,0,0,Dis Satisfied
48,6965,0,1,0,Dis Satisfied
53,11072,1,1,0,Dis Satisfied
37,33027,0,0,0,Dis Satisfied
67,12091,1,0,0,Dis Satisfied
47,75567,1,0,1,Satisfied
36,36068,1,1,1,Satisfied
36,79535,0,0,1,Satisfied
35,19081,0,0,0,Dis Satisfied
63,15053,0,1,0,Dis Satisfied
43,30983,1,1,1,Satisfied
70,36045,0,1,0,Dis Satisfied
64,27968,1,1,0,Dis Satisfied
51,24951,0,0,0,Dis Satisfied
62,19941,1,1,1,Dis Satisfied
37,48214,0,1,1,Satisfied
38,30030,1,0,0,Satisfied
43,91720,0,0,1,Satisfied
61,20068,0,0,0,Dis Satisfied
49,14926,1,0,1,Dis Satisfied
23,60214,0,1,0,Satisfied
67,33068,0,0,1,Dis Satisfied
53,17995,1,1,1,Dis Satisfied
36,68811,0,1,1,Satisfied
48,10915,1,1,1,Dis Satisfied
34,32014,0,0,0,Dis Satisfied
48,65966,1,0,0,Satisfied
60,25932,0,0,0,Dis Satisfied
36,30011,0,0,1,Dis Satisfied
28,33032,0,1,1,Satisfied
37,97479,1,0,1,Satisfied
25,49294,0,1,1,Satisfied
53,7062,0,1,0,Dis Satisfied
42,71664,0,1,1,Satisfied
52,36962,0,1,1,Dis Satisfied
45,34089,0,1,0,Satisfied
38,30077,0,0,0,Dis Satisfied
38,35109,1,1,0,Dis Satisfied
44,35037,0,0,1,Satisfied
46,81579,1,0,1,Satisfied
36,73854,1,0,1,Satisfied
46,26068,0,0,1,Dis Satisfied
32,6929,0,1,0,Dis Satisfied
52,11059,1,1,1,Dis Satisfied
67,33918,0,1,1,Dis Satisfied
68,36034,0,1,0,Dis Satisfied
62,27963,1,1,1,Dis Satisfied
40,22040,1,1,1,Dis Satisfied
58,19957,1,1,1,Dis Satisfied
34,22077,0,1,1,Dis Satisfied
40,11020,1,0,0,Dis Satisfied
26,52250,0,1,1,Satisfied
71,22986,1,0,0,Dis Satisfied
48,49979,1,0,0,Satisfied
38,6088,0,1,1,Dis Satisfied
33,94006,1,0,1,Satisfied
57,16045,1,0,1,Dis Satisfied
24,104937,1,1,0,Satisfied
51,13040,0,1,1,Dis Satisfied
46,52631,1,0,1,Satisfied
33,72054,0,1,1,Satisfied
20,64622,0,0,1,Satisfied
27,59235,1,0,1,Satisfied
55,10959,0,0,0,Dis Satisfied
46,68489,0,0,1,Satisfied
27,35485,1,0,1,Satisfied
72,34016,1,1,1,Dis Satisfied
46,89024,0,1,0,Satisfied
49,32028,0,0,0,Dis Satisfied
55,25942,0,0,0,Dis Satisfied
43,65284,1,1,1,Satisfied
50,24053,0,1,1,Dis Satisfied
47,17044,1,0,1,Dis Satisfied
30,73216,1,1,1,Satisfied
51,30006,0,0,1,Dis Satisfied
44,48202,1,1,1,Dis Satisfied
39,37997,0,0,1,Satisfied
62,14017,1,0,0,Dis Satisfied
46,34077,1,0,0,Dis Satisfied
42,4945,1,1,0,Dis Satisfied
46,66201,1,1,1,Satisfied
64,9039,1,1,0,Satisfied
56,33991,0,1,0,Satisfied
35,90353,1,0,1,Satisfied
55,19989,0,0,0,Dis Satisfied
47,70482,0,0,1,Satisfied
30,56301,0,1,1,Satisfied
28,42450,0,0,1,Satisfied
25,69393,0,1,1,Satisfied
68,25013,0,1,1,Satisfied
37,57136,1,1,1,Satisfied
48,18065,0,0,0,Satisfied
67,30056,1,0,1,Satisfied
60,35954,0,1,0,Satisfied
32,5023,1,0,1,Satisfied
51,37951,0,1,0,Dis Satisfied
58,9054,1,1,0,Dis Satisfied
59,8909,1,0,0,Dis Satisfied
43,10053,0,0,1,Dis Satisfied
41,79787,0,0,0,Satisfied
59,30932,0,1,1,Dis Satisfied
34,15068,1,1,0,Dis Satisfied
29,80338,1,0,1,Satisfied
42,32979,0,0,0,Dis Satisfied
37,6058,0,0,0,Dis Satisfied
34,5091,0,0,1,Dis Satisfied
35,58280,1,1,1,Satisfied
32,23923,0,0,0,Dis Satisfied
43,95255,1,1,1,Satisfied
59,23044,1,1,0,Dis Satisfied
25,32033,1,0,1,Satisfied
56,6026,0,1,0,Dis Satisfied
50,7048,1,0,0,Dis Satisfied
27,65073,1,0,1,Satisfied
45,77166,0,1,1,Satisfied
39,35022,0,1,0,Dis Satisfied
71,11921,0,1,0,Dis Satisfied
52,14052,0,0,0,Dis Satisfied
39,92397,0,0,1,Satisfied
48,68683,0,1,1,Satisfied
32,36084,0,0,1,Dis Satisfied
41,17018,0,1,1,Dis Satisfied
71,19996,1,0,0,Dis Satisfied
33,12000,0,0,0,Dis Satisfied
33,38930,0,1,1,Satisfied
35,68542,1,0,1,Satisfied
36,7933,1,0,0,Dis Satisfied
66,38106,1,1,0,Dis Satisfied
37,38119,1,0,0,Dis Satisfied
37,21089,0,0,0,Dis Satisfied
39,19091,1,0,1,Dis Satisfied
57,31076,1,0,0,Dis Satisfied
37,95122,0,0,0,Satisfied
46,35028,1,1,1,Satisfied
33,38955,1,1,0,Dis Satisfied
54,29981,1,1,0,Dis Satisfied
23,103789,1,0,0,Satisfied
47,55975,1,1,1,Satisfied
38,15042,1,0,1,Dis Satisfied
42,35117,1,0,1,Satisfied
56,13988,0,1,0,Dis Satisfied
45,16001,1,1,0,Dis Satisfied
56,34921,0,1,0,Dis Satisfied
33,32053,1,0,1,Dis Satisfied
49,70653,0,1,1,Satisfied
69,21043,0,0,0,Dis Satisfied
34,33985,1,0,0,Satisfied
33,24990,1,1,1,Dis Satisfied
62,9055,1,1,0,Dis Satisfied
38,35952,1,1,1,Satisfied
43,65494,0,1,1,Satisfied
46,33020,0,0,0,Dis Satisfied
56,38951,0,0,0,Dis Satisfied
62,32980,0,1,1,Dis Satisfied
50,98947,0,1,0,Satisfied
36,49472,1,0,1,Satisfied
37,33346,0,1,1,Satisfied
68,5941,1,0,0,Dis Satisfied
23,89599,0,0,0,Satisfied
62,10017,1,1,1,Dis Satisfied
63,26972,0,0,1,Dis Satisfied
69,30981,1,0,0,Dis Satisfied
33,22949,0,1,0,Dis Satisfied
57,18029,0,0,1,Dis Satisfied
41,35950,0,0,0,Satisfied
54,7054,1,1,1,Dis Satisfied
37,91691,1,1,0,Satisfied
36,41201,1,0,1,Satisfied
73,34939,0,0,0,Dis Satisfied
44,27921,1,1,1,Dis Satisfied
39,46370,1,0,1,Satisfied
46,52482,1,0,1,Satisfied
43,16058,0,1,0,Dis Satisfied
44,37925,0,0,1,Dis Satisfied
56,14950,0,1,1,Dis Satisfied
66,38995,0,0,1,Dis Satisfied
45,26927,1,0,1,Dis Satisfied
55,11002,1,0,1,Dis Satisfied
71,32022,1,0,0,Dis Satisfied
49,77107,0,0,0,Satisfied
37,20004,0,0,0,Dis Satisfied
71,14927,1,0,1,Dis Satisfied
48,34017,1,0,1,Satisfied
31,12070,1,0,0,Dis Satisfied
19,68792,0,0,0,Satisfied
46,51753,1,1,1,Satisfied
49,38996,1,0,0,Satisfied
71,18048,0,1,0,Dis Satisfied
70,7067,0,0,0,Dis Satisfied
54,27027,0,0,1,Dis Satisfied
38,31769,1,1,1,Dis Satisfied
68,13017,0,1,1,Dis Satisfied
35,41756,0,1,0,Satisfied
25,79831,1,0,1,Satisfied
22,91179,1,1,1,Satisfied
47,11975,0,1,0,Dis Satisfied
60,7103,0,0,1,Dis Satisfied
65,32109,0,0,0,Dis Satisfied
38,20970,1,0,0,Dis Satisfied
45,56133,0,1,1,Satisfied
63,16051,0,1,0,Dis Satisfied
27,80764,1,0,1,Satisfied
36,61141,1,1,1,Satisfied
43,38925,1,1,0,Dis Satisfied
49,76863,0,0,1,Satisfied
59,25919,1,1,1,Dis Satisfied
48,21988,0,1,1,Dis Satisfied
69,12034,1,1,0,Dis Satisfied
32,39202,1,1,1,Dis Satisfied
21,35935,1,1,1,Satisfied
50,7037,0,0,1,Dis Satisfied
35,38073,0,1,1,Satisfied
32,33009,0,0,0,Dis Satisfied
30,94838,1,1,1,Satisfied
45,53726,1,1,1,Satisfied
73,15964,0,1,0,Dis Satisfied
24,96924,0,1,0,Satisfied
72,36035,1,1,0,Dis Satisfied
41,86770,0,1,1,Satisfied
22,80871,1,1,1,Satisfied
31,34100,0,1,1,Satisfied
21,38105,1,1,1,Satisfied
46,54270,1,0,1,Satisfied
23,74542,1,1,1,Satisfied
40,101267,1,0,1,Satisfied
64,13063,1,1,0,Dis Satisfied
67,32937,1,1,1,Dis Satisfied
29,80007,0,0,0,Satisfied
36,55221,0,0,1,Satisfied
45,28077,0,1,1,Dis Satisfied
43,6904,0,1,1,Dis Satisfied
21,57494,1,0,1,Satisfied
66,36035,0,1,0,Dis Satisfied
62,28926,1,0,0,Dis Satisfied
44,43815,1,1,1,Satisfied
34,55326,1,0,1,Satisfied
49,17962,0,0,0,Dis Satisfied
45,34945,1,0,1,Dis Satisfied
61,15026,1,0,1,Dis Satisfied
20,47146,1,0,1,Satisfied
39,34935,1,1,1,Dis Satisfied
62,21016,0,1,0,Dis Satisfied
55,39832,0,1,0,Dis Satisfied
40,106029,1,1,1,Satisfied
42,90925,0,0,1,Satisfied
33,20013,1,1,0,Dis Satisfied
51,18076,0,1,1,Dis Satisfied
42,36970,1,1,1,Satisfied
39,39062,1,1,0,Dis Satisfied
37,89491,1,0,1,Satisfied
20,77232,0,1,1,Satisfied
55,26019,1,0,0,Dis Satisfied
62,19079,1,0,0,Dis Satisfied
59,16937,1,0,1,Dis Satisfied
30,58883,0,1,1,Satisfied
34,60985,1,1,1,Satisfied
63,35977,0,1,0,Dis Satisfied
48,79240,0,1,1,Satisfied
30,61617,0,1,1,Satisfied
39,37939,0,0,1,Dis Satisfied
41,49700,1,1,1,Dis Satisfied
68,23100,1,0,0,Dis Satisfied
71,7094,0,0,0,Dis Satisfied
72,29917,0,0,1,Satisfied
67,22054,1,1,0,Dis Satisfied
38,28954,1,1,0,Satisfied
60,5988,1,1,0,Dis Satisfied
37,19021,1,0,0,Dis Satisfied
27,66101,0,0,1,Satisfied
26,66308,0,1,1,Satisfied
60,27976,1,0,0,Dis Satisfied
41,87814,1,1,0,Satisfied
35,9068,0,1,1,Dis Satisfied
47,35950,0,0,1,Dis Satisfied
46,17051,0,0,0,Dis Satisfied
44,32974,0,0,1,Satisfied
36,24029,0,1,1,Dis Satisfied
41,27992,1,1,1,Dis Satisfied
66,19074,0,1,1,Dis Satisfied
49,36684,0,1,0,Dis Satisfied
35,94797,0,0,1,Satisfied
33,92313,1,1,0,Satisfied
33,82992,1,0,0,Satisfied
40,33083,1,0,0,Satisfied
35,90852,0,0,1,Satisfied
49,5940,0,0,1,Dis Satisfied
67,24960,1,1,0,Dis Satisfied
51,5922,0,1,1,Dis Satisfied
33,24028,1,1,0,Dis Satisfied
27,76427,1,1,1,Satisfied
51,14939,1,0,1,Dis Satisfied
29,80310,1,1,1,Satisfied
75,27995,0,0,0,Dis Satisfied
66,36099,1,0,1,Dis Satisfied
27,44452,0,1,1,Satisfied
24,36019,0,1,0,Satisfied
72,30986,1,0,1,Dis Satisfied
51,12988,0,1,0,Dis Satisfied
45,73354,1,0,1,Satisfied
44,20929,0,0,0,Dis Satisfied
57,12093,1,1,1,Dis Satisfied
43,54967,1,0,1,Satisfied
56,21978,1,1,1,Dis Satisfied
39,15909,0,1,0,Dis Satisfied
46,23027,1,0,0,Dis Satisfied
60,23088,1,1,1,Dis Satisfied
74,7029,0,0,1,Dis Satisfied
48,61618,0,1,1,Satisfied
59,46301,1,1,1,Dis Satisfied
43,32981,1,0,0,Dis Satisfied
61,10078,0,1,1,Dis Satisfied
43,25933,0,1,0,Dis Satisfied
20,89049,1,0,1,Satisfied
71,5990,0,1,0,Dis Satisfied
48,100719,0,0,1,Satisfied
43,86745,1,0,1,Satisfied
33,16002,1,1,1,Dis Satisfied
57,11075,1,1,1,Dis Satisfied
41,68256,1,0,1,Satisfied
61,36035,1,0,0,Dis Satisfied
24,104763,1,0,0,Satisfied
47,59027,1,0,1,Satisfied
32,61234,1,1,1,Satisfied
57,9905,1,0,0,Dis Satisfied
39,7949,0,1,1,Dis Satisfied
37,18948,1,0,0,Dis Satisfied
40,67213,1,1,1,Satisfied
34,13105,1,0,0,Dis Satisfied
75,23064,1,0,1,Dis Satisfied
46,73392,1,1,1,Satisfied
59,7969,0,0,1,Dis Satisfied
39,26096,0,1,1,Dis Satisfied
22,78886,1,1,1,Satisfied
49,37032,0,0,1,Dis Satisfied
43,102152,1,1,0,Satisfied
67,25924,1,1,0,Dis Satisfied
47,44393,0,0,0,Dis Satisfied
36,36029,0,0,0,Satisfied
41,48431,1,1,1,Satisfied
36,103480,1,1,1,Satisfied
42,25945,0,1,1,Dis Satisfied
53,32959,0,1,1,Dis Satisfied
31,75214,1,1,1,Satisfied
56,6074,0,1,0,Dis Satisfied
50,47802,0,1,1,Satisfied
36,98898,0,0,1,Satisfied
69,28032,1,1,1,Dis Satisfied
38,27060,1,1,1,Dis Satisfied
68,24933,1,0,0,Dis Satisfied
48,34985,1,0,1,Satisfied
66,20063,0,0,0,Dis Satisfied
45,80856,1,1,1,Satisfied
71,18913,1,0,0,Dis Satisfied
70,6027,1,0,1,Dis Satisfied
63,7945,1,0,1,Dis Satisfied
64,8033,0,0,1,Dis Satisfied
49,15952,1,1,1,Dis Satisfied
59,9056,1,0,1,Dis Satisfied
32,39375,0,0,1,Satisfied
30,32918,0,0,1,Satisfied
52,15908,1,1,0,Dis Satisfied
48,27006,1,1,0,Dis Satisfied
41,11020,1,1,0,Dis Satisfied
24,31081,0,0,1,Satisfied
37,6001,1,0,1,Dis Satisfied
41,31947,0,1,1,Dis Satisfied
46,8102,1,0,1,Dis Satisfied
26,48876,1,0,1,Satisfied
48,20979,0,0,1,Dis Satisfied
26,107492,0,1,1,Satisfied
34,66853,1,1,1,Satisfied
38,89049,1,0,1,Satisfied
62,13094,1,0,1,Dis Satisfied
24,88227,1,0,1,Satisfied
20,39033,1,1,1,Satisfied
46,57577,0,0,0,Satisfied
47,67206,1,0,1,Satisfied
50,11008,0,0,0,Dis Satisfied
33,36069,0,0,1,Satisfied
69,41741,1,0,1,Dis Satisfied
38,26030,0,1,1,Dis Satisfied
48,85251,1,1,1,Satisfied
26,48913,0,0,1,Satisfied
28,67809,0,1,1,Satisfied
41,13936,1,0,1,Dis Satisfied
43,21070,0,1,0,Dis Satisfied
40,11040,1,0,0,Dis Satisfied
60,23991,0,0,1,Dis Satisfied
35,65998,1,0,0,Satisfied
51,36015,0,0,0,Dis Satisfied
47,12962,0,1,1,Dis Satisfied
67,28052,0,1,0,Dis Satisfied
38,88445,1,1,0,Satisfied
38,46732,0,0,1,Satisfied
32,75012,1,0,1,Satisfied
58,13073,1,0,0,Dis Satisfied
32,83847,1,0,1,Satisfied
37,83739,0,0,1,Satisfied
36,79795,1,0,1,Satisfied
43,95254,0,1,1,Satisfied
38,90449,1,0,0,Satisfied
35,78024,0,0,1,Satisfied
33,72681,0,1,1,Satisfied
24,36944,1,0,0,Satisfied
38,9057,1,0,0,Dis Satisfied
63,5990,1,1,0,Dis Satisfied
25,77127,1,1,1,Satisfied
30,101455,1,1,1,Satisfied
58,6021,1,1,0,Dis Satisfied
36,15108,0,1,1,Dis Satisfied
22,76873,1,0,1,Satisfied
55,21956,1,0,1,Dis Satisfied
56,8922,1,1,0,Dis Satisfied
29,33069,1,0,1,Satisfied
25,66053,0,1,1,Satisfied
63,17052,0,1,0,Dis Satisfied
36,28097,0,1,1,Dis Satisfied
42,43846,0,1,0,Satisfied
35,31957,1,1,1,Dis Satisfied
31,38055,0,1,1,Satisfied
30,93490,0,1,1,Satisfied
40,37562,1,1,0,Satisfied
42,71664,0,1,1,Satisfied
47,78867,1,1,0,Satisfied
39,78414,1,0,1,Satisfied
65,11059,0,1,0,Dis Satisfied
55,12952,0,0,1,Dis Satisfied
42,10066,0,0,0,Dis Satisfied
24,81539,1,1,1,Satisfied
67,29007,0,1,0,Dis Satisfied
29,68492,1,1,1,Satisfied
73,11090,0,1,0,Dis Satisfied
64,24954,1,1,0,Dis Satisfied
39,98903,0,1,1,Satisfied
43,22976,0,0,1,Dis Satisfied
70,37274,0,0,0,Dis Satisfied
30,55831,1,0,1,Satisfied
35,5977,1,0,1,Dis Satisfied
52,19034,1,0,1,Dis Satisfied
56,26046,0,0,0,Dis Satisfied
37,75565,0,1,1,Dis Satisfied
49,33116,0,0,0,Dis Satisfied
49,19046,0,0,0,Satisfied
39,79326,1,1,1,Dis Satisfied
46,35934,1,0,0,Satisfied
60,24947,0,1,0,Dis Satisfied
31,38951,1,1,0,Dis Satisfied
52,29102,1,0,1,Satisfied
53,37923,0,1,1,Satisfied
33,37509,0,0,1,Satisfied
31,44756,0,1,1,Satisfied
62,8946,0,0,0,Dis Satisfied
45,84709,0,0,0,Dis Satisfied
48,37945,0,0,1,Dis Satisfied
42,37042,0,0,1,Satisfied
37,42128,0,0,1,Satisfied
28,65905,0,1,1,Satisfied
41,33113,0,1,0,Satisfied
48,98223,0,0,1,Satisfied
63,20004,0,1,0,Dis Satisfied
54,9999,0,1,0,Dis Satisfied
72,36962,0,1,1,Dis Satisfied
29,98198,1,1,0,Satisfied
44,72376,1,1,1,Satisfied
34,73198,0,1,1,Satisfied
45,6921,1,0,1,Dis Satisfied
35,13007,0,0,0,Dis Satisfied
46,19109,0,1,1,Dis Satisfied
45,35025,0,0,1,Dis Satisfied
22,30004,0,0,1,Satisfied
43,79718,0,0,0,Satisfied
37,8923,0,0,0,Dis Satisfied
41,76832,0,0,1,Satisfied
28,36083,1,1,1,Satisfied
42,57940,1,0,1,Satisfied
37,36489,0,1,0,Satisfied
52,22038,1,0,0,Dis Satisfied
36,37110,1,1,1,Satisfied
36,31116,1,0,0,Dis Satisfied
48,26971,1,1,0,Dis Satisfied
24,89055,0,1,0,Satisfied
23,78700,0,0,1,Satisfied
58,20027,0,0,1,Dis Satisfied
24,44058,1,0,1,Satisfied
54,7963,1,1,0,Dis Satisfied
38,80572,0,1,1,Satisfied
26,31982,1,0,1,Satisfied
41,25057,1,0,1,Dis Satisfied
24,32057,1,0,1,Satisfied
54,27047,1,1,1,Dis Satisfied
39,90360,1,0,1,Satisfied
63,16057,1,1,1,Dis Satisfied
35,71600,1,1,1,Satisfied
60,16957,0,1,1,Dis Satisfied
22,66872,1,0,1,Satisfied
75,9972,0,0,0,Dis Satisfied
40,35085,1,1,0,Satisfied
39,38958,0,0,1,Dis Satisfied
39,80448,1,1,1,Satisfied
28,69508,0,1,0,Satisfied
50,11913,1,0,0,Dis Satisfied
40,44683,1,1,1,Dis Satisfied
42,30094,1,1,0,Dis Satisfied
61,38019,1,1,1,Dis Satisfied
58,30945,1,0,1,Dis Satisfied
51,38952,1,1,0,Dis Satisfied
30,92815,0,0,1,Satisfied
59,33991,0,1,1,Dis Satisfied
39,37090,0,1,0,Dis Satisfied
70,12997,1,0,0,Dis Satisfied
65,13048,1,1,0,Dis Satisfied
60,13077,0,0,1,Dis Satisfied
50,34954,0,1,1,Dis Satisfied
69,31036,0,0,0,Dis Satisfied
73,17988,1,1,1,Dis Satisfied
33,45482,1,0,0,Dis Satisfied
42,91161,1,1,1,Satisfied
55,21005,1,0,1,Dis Satisfied
74,12005,0,1,1,Dis Satisfied
36,25916,0,0,0,Dis Satisfied
65,37108,0,1,0,Dis Satisfied
59,25088,1,0,0,Dis Satisfied
34,34026,0,1,1,Satisfied
61,29115,0,1,0,Dis Satisfied
62,34664,0,1,0,Dis Satisfied
43,30103,1,0,1,Dis Satisfied
68,14958,1,1,1,Dis Satisfied
53,21107,0,1,0,Dis Satisfied
32,92000,0,1,1,Satisfied
47,32100,0,1,0,Satisfied
74,21095,0,0,0,Dis Satisfied
36,56128,1,1,1,Satisfied
64,24043,1,0,1,Dis Satisfied
62,23963,0,0,1,Dis Satisfied
23,103078,0,1,1,Satisfied
44,47835,0,0,1,Satisfied
35,28069,1,1,0,Dis Satisfied
48,71444,0,0,1,Satisfied
50,27047,1,0,1,Dis Satisfied
27,79485,0,0,0,Satisfied
34,38931,0,1,0,Dis Satisfied
37,34930,0,0,0,Dis Satisfied
43,35020,0,1,0,Satisfied
67,15019,1,0,1,Dis Satisfied
45,5025,1,0,0,Dis Satisfied
43,77283,1,1,0,Satisfied
40,96574,1,0,1,Satisfied
55,34965,0,1,0,Dis Satisfied
47,13072,1,0,0,Dis Satisfied
41,23968,0,0,0,Dis Satisfied
40,37460,1,1,1,Satisfied
31,38097,1,1,1,Satisfied
33,58839,0,0,1,Satisfied
66,4904,0,0,1,Dis Satisfied
21,49591,1,1,1,Satisfied
60,24997,0,1,0,Dis Satisfied
61,20093,1,1,1,Dis Satisfied
53,5048,0,0,0,Dis Satisfied
22,83258,0,0,0,Satisfied
65,35008,0,1,0,Dis Satisfied
73,25084,1,1,0,Dis Satisfied
35,77157,1,0,1,Satisfied
37,60883,1,1,1,Satisfied
32,28060,0,0,1,Dis Satisfied
35,65590,1,0,1,Satisfied
42,33071,0,0,1,Dis Satisfied
37,33016,1,1,1,Satisfied
51,34077,0,0,0,Dis Satisfied
69,12063,1,0,0,Dis Satisfied
34,31076,0,0,1,Dis Satisfied
53,25999,1,0,0,Dis Satisfied
30,48402,0,0,1,Satisfied
47,71006,0,1,1,Satisfied
23,44318,0,1,1,Satisfied
29,70879,0,1,1,Satisfied
24,62003,0,0,1,Satisfied
33,14078,1,1,1,Dis Satisfied
27,47619,1,0,1,Satisfied
59,35023,0,1,1,Dis Satisfied
66,34059,0,0,0,Dis Satisfied
47,36101,0,1,1,Satisfied
57,39094,0,1,0,Dis Satisfied
44,32000,0,0,0,Dis Satisfied
29,47174,1,0,0,Satisfied
48,7087,0,1,0,Dis Satisfied
53,11054,1,1,0,Dis Satisfied
37,33099,0,0,0,Dis Satisfied
67,12012,1,0,0,Dis Satisfied
47,77731,1,0,1,Satisfied
36,74343,0,0,1,Satisfied
35,19049,0,0,0,Dis Satisfied
63,15043,0,1,0,Dis Satisfied
43,31079,1,1,1,Satisfied
70,36085,0,1,0,Dis Satisfied
34,11041,0,0,1,Dis Satisfied
27,78225,0,1,1,Satisfied
64,28089,1,1,0,Dis Satisfied
51,25026,0,0,0,Dis Satisfied
62,20042,1,1,1,Dis Satisfied
37,44574,0,1,1,Satisfied
38,30023,1,0,0,Satisfied
61,19994,0,0,0,Dis Satisfied
49,15089,1,0,1,Dis Satisfied
23,65463,0,1,0,Satisfied
67,32945,0,0,1,Dis Satisfied
53,17980,1,1,1,Dis Satisfied
27,100253,1,1,1,Satisfied
36,64827,0,1,1,Satisfied
48,11054,1,1,1,Dis Satisfied
34,32033,0,0,0,Dis Satisfied
48,61401,1,0,0,Satisfied
60,25949,0,0,0,Dis Satisfied
28,33006,0,1,1,Satisfied
37,106022,1,0,1,Satisfied
25,58867,0,1,1,Satisfied
53,6995,0,1,0,Dis Satisfied
42,72912,0,1,1,Satisfied
26,42560,0,1,1,Satisfied
52,36939,0,1,1,Dis Satisfied
45,34015,0,1,0,Satisfied
38,29977,0,0,0,Dis Satisfied
38,35070,1,1,0,Dis Satisfied
44,35043,0,0,1,Satisfied
46,25915,0,0,1,Dis Satisfied
32,6996,0,1,0,Dis Satisfied
52,10930,1,1,1,Dis Satisfied
67,34099,0,1,1,Dis Satisfied
68,35974,0,1,0,Dis Satisfied
34,48379,1,1,1,Satisfied
62,27957,1,1,1,Dis Satisfied
40,21989,1,1,1,Dis Satisfied
58,20020,1,1,1,Dis Satisfied
34,22044,0,1,1,Dis Satisfied
40,10976,1,0,0,Dis Satisfied
71,23020,1,0,0,Dis Satisfied
48,39718,1,0,0,Satisfied
38,6066,0,1,1,Dis Satisfied
33,86947,1,0,1,Satisfied
57,16028,1,0,1,Dis Satisfied
43,26041,0,0,0,Dis Satisfied
24,103955,1,1,0,Satisfied
51,13016,0,1,1,Dis Satisfied
46,68206,1,0,1,Satisfied
33,80858,0,1,1,Satisfied
20,49542,0,0,1,Satisfied
55,10998,0,0,0,Dis Satisfied
46,73915,0,0,1,Satisfied
27,45501,1,0,1,Satisfied
72,33991,1,1,1,Dis Satisfied
46,89558,0,1,0,Satisfied
63,26034,0,1,0,Dis Satisfied
49,31950,0,0,0,Dis Satisfied
55,25942,0,0,0,Dis Satisfied
43,65450,1,1,1,Satisfied
50,23966,0,1,1,Dis Satisfied
47,16918,1,0,1,Dis Satisfied
51,29950,0,0,1,Dis Satisfied
44,41612,1,1,1,Dis Satisfied
39,38043,0,0,1,Satisfied
62,14094,1,0,0,Dis Satisfied
46,34042,1,0,0,Dis Satisfied
62,23037,1,1,0,Dis Satisfied
42,4965,1,1,0,Dis Satisfied
46,62315,1,1,1,Satisfied
64,9054,1,1,0,Satisfied
56,34017,0,1,0,Satisfied
35,101748,1,0,1,Satisfied
47,60858,0,0,1,Satisfied
30,56915,0,1,1,Satisfied
28,47502,0,0,1,Satisfied
25,65098,0,1,1,Satisfied
68,25109,0,1,1,Satisfied
45,27945,1,0,1,Dis Satisfied
37,52794,1,1,1,Satisfied
48,18065,0,0,0,Satisfied
67,29955,1,0,1,Satisfied
60,36023,0,1,0,Satisfied
32,5010,1,0,1,Satisfied
58,9068,1,1,0,Dis Satisfied
59,9094,1,0,0,Dis Satisfied
43,10083,0,0,1,Dis Satisfied
41,83158,0,0,0,Satisfied
59,31109,0,1,1,Dis Satisfied
32,63638,1,0,1,Satisfied
