area_sqft,num_rooms,num_floors,age,near_main_road,has_parking,price
1561,4,2,23,1,0,1210323.7776975813
1215,3,2,20,0,0,941749.6015042801
1153,4,1,16,1,1,1127104.4865274355
965,7,3,38,1,1,2208095.207594882
861,8,3,27,1,0,2460404.3862169785
2054,2,4,19,1,0,1214549.9658789753
480,9,4,32,0,1,2641033.932529662
2337,7,3,12,0,1,2628855.6121857706
1269,7,4,37,1,1,2322596.682595689
1830,4,2,5,1,1,1590061.8708830373
1469,7,2,27,1,0,2217574.408491785
998,2,1,39,1,1,855535.0726396538
2034,3,2,42,0,1,1213258.4305863488
1206,2,2,7,0,0,768676.3679997429
2334,5,4,9,0,1,1828130.6674671334
1476,1,2,22,1,1,926835.338310042
1103,2,4,31,1,0,794354.9908876928
2923,6,3,25,1,0,2380953.7317734547
2463,6,2,0,0,1,2180879.646029471
886,8,2,46,0,0,2513849.4624209846
1105,9,3,33,0,1,3117705.87763847
1925,9,2,3,0,0,3531661.154289991
1564,7,2,29,0,0,2172549.733808109
1019,1,1,2,1,0,615998.71643762
1176,4,2,31,1,0,1024872.2494300313
846,7,3,25,0,1,1920305.1528597998
2737,2,2,40,0,0,1287863.2212870102
608,9,1,13,1,0,2809739.649199287
1898,1,2,1,0,1,1063996.8706628997
2860,9,3,44,1,1,3874362.101314185
1850,7,3,49,0,0,2317888.3127480005
2277,6,2,3,0,0,2269044.796648107
2737,7,3,8,1,1,2869668.643389589
1691,2,3,9,1,1,1002123.1372055605
2598,2,4,35,1,1,1572530.1106446532
2142,3,2,7,1,1,1271221.9683453145
1678,6,2,16,1,0,2212400.1197286844
1800,1,1,42,1,0,1047098.7231501112
2076,4,4,18,0,0,1538638.3241695897
1254,8,3,21,0,0,2689964.0566728315
1781,8,1,42,0,1,2744684.4353950876
2817,5,3,34,0,1,2033756.4795640833
1104,7,3,24,1,0,2043815.558666097
1225,5,4,19,0,0,1334715.0494381946
1404,4,4,24,1,0,1324563.1747146915
776,6,4,14,0,0,1635352.9716884897
1372,8,4,3,1,1,2757456.7684329455
517,1,2,26,0,1,401704.6130940852
843,3,4,4,1,0,949899.5830237734
1154,4,3,19,0,1,1217739.588492748
1039,5,4,24,1,0,1402004.3233747904
2571,1,2,10,0,0,1143722.1876558
1700,9,3,20,0,0,3191253.119960139
2807,8,2,15,0,1,3292718.6818933766
1022,2,3,38,1,1,726382.7624992372
1892,5,1,3,0,0,1584873.417299232
2408,9,3,22,1,1,3755022.766902705
2051,3,1,30,0,1,1244438.1496578043
2123,5,1,26,1,1,1849513.6445989436
2319,9,2,37,1,0,3767131.4625344975
1318,6,2,8,1,1,1897357.574216949
1573,5,2,45,0,1,1503973.3711491516
2899,8,3,6,1,1,3430229.3573204586
1585,5,3,19,0,0,1696113.604731725
519,9,1,28,0,0,2551614.0708908523
981,3,3,19,0,1,808707.0716425229
2347,1,3,26,0,0,1180431.8620361988
2546,4,3,49,0,0,1734234.6699075648
1590,7,1,33,1,0,2480528.8786891676
2086,3,2,14,0,0,1265299.3316913296
2399,8,1,15,0,0,2991283.669283338
2961,2,3,35,0,0,1507141.704517869
800,9,1,48,0,1,2908997.764786397
2812,3,1,45,0,0,1573243.6806314953
1749,6,2,34,0,0,1893571.9782544866
2056,7,2,42,0,0,2377597.1889931303
1020,5,2,31,0,1,1111419.1136971898
646,5,4,3,0,0,1142980.8454884023
2881,1,3,14,0,1,1545248.5694982365
1516,4,1,34,0,0,1142528.8511928369
1023,1,3,27,0,1,580269.1955810672
2768,9,2,32,1,0,3831992.1193832913
2239,9,3,33,1,0,3645716.337983678
2509,5,1,25,1,0,2144604.9243162265
699,5,3,5,1,1,1126774.9446776775
802,5,1,2,0,0,1180330.7335460759
2071,7,4,49,1,1,2623125.1232956615
652,6,3,28,0,1,1574077.6267679564
2157,2,3,40,1,0,1235977.0276862483
2925,3,2,22,0,0,1599762.9479782747
1792,5,3,18,1,0,1755372.9744102675
2364,7,4,0,0,1,2659076.4900538335
559,2,1,45,0,1,514651.30707807036
604,4,3,33,0,1,714913.7858591841
1561,1,1,23,1,1,950313.328695134
1791,7,1,43,1,1,2384935.6828291984
1257,2,4,37,0,0,815978.8452380876
1159,8,3,35,1,1,2752397.9094605222
1990,1,1,0,1,1,1139088.1719167551
2515,2,3,29,1,0,1381104.0422035435
532,8,3,22,0,0,2235576.6284359563
2123,5,1,13,1,1,1693539.6236388276
829,5,3,38,1,0,1279818.7994277782
2755,7,4,26,1,1,2962656.897676685
1597,4,4,17,1,0,1306402.93988294
2859,9,2,20,1,0,3927686.028993973
496,3,2,36,1,0,734343.7283549474
2106,8,4,37,0,1,3066089.661513571
1577,3,1,18,1,0,1091611.737901643
2118,8,2,15,1,0,3022900.0570957633
1665,1,4,26,0,0,994911.823844417
1727,7,1,11,1,0,2470063.9615124846
1708,1,2,2,1,0,1094303.6752452315
1450,2,4,0,1,1,1080979.4916945728
1783,1,1,25,0,1,965232.3389274037
2649,3,3,29,0,0,1641150.0504409052
980,9,2,16,1,1,3068268.4353503073
2817,1,3,12,0,1,1466580.4696787647
932,3,1,25,1,1,899086.9081414335
1575,2,2,45,1,1,906718.3970944607
1525,5,3,6,1,0,1555714.3216005615
1298,7,1,15,0,0,2076862.0028621356
1869,6,2,23,0,1,2156883.7455308656
1652,5,3,1,1,1,1683216.0567763723
1169,3,3,12,0,1,790377.6763092133
1233,7,1,29,1,1,2215356.3138227053
2304,9,1,34,0,1,3358793.0216771294
2683,2,3,43,1,0,1394060.4956578317
2609,6,3,13,1,0,2401301.02598566
953,5,3,48,0,0,1250882.1881618209
1491,9,4,13,1,1,3350478.9856553306
1596,8,1,48,0,1,2766334.025936162
2060,9,4,26,0,1,3560354.2338733464
958,7,3,6,0,0,1982570.9997044588
660,5,3,4,0,1,1250314.013174329
2664,4,1,46,1,0,1749161.9607467174
2240,8,3,36,1,0,2833401.6275555175
1547,2,1,46,1,0,954356.6887669658
1204,1,4,29,0,1,803193.1093458394
1585,3,1,15,0,1,1174963.3611652954
2648,7,1,19,0,0,2688620.5648390455
2849,1,3,42,1,1,1406506.310732419
674,5,3,3,1,0,1198116.3692331933
605,5,3,15,1,1,980539.9579581907
2123,3,3,37,1,1,1408140.1846442767
1266,1,2,5,0,0,809476.2793632171
492,5,2,18,0,0,1144885.078332324
1465,8,2,45,1,0,2702557.215386429
2826,9,4,15,1,0,3862406.6671928717
1751,6,3,24,0,0,1991407.1197971967
2512,1,2,26,1,0,1373006.771098834
764,5,2,25,1,0,1081936.4584082942
1220,2,4,6,1,0,936884.68294966
1907,1,2,23,0,1,970220.641915717
2429,3,2,28,1,0,1390640.5271841262
2324,5,3,20,1,0,2080393.5994638614
2987,9,3,9,1,1,3829272.575048408
1485,7,2,30,1,0,2328667.835727629
2938,6,4,33,0,1,2590493.8301399047
1696,9,3,5,0,0,3445362.8070384404
2676,6,1,40,1,0,2453067.8899589605
1443,4,3,29,0,1,1184867.1034852364
402,7,2,48,0,0,1827199.8897827263
2153,2,3,23,0,0,1211374.4435677996
1310,2,2,41,1,1,1032941.0598284765
706,6,3,18,1,0,1634204.8073611697
2879,5,3,5,1,1,2102099.634132735
535,6,1,14,0,1,1441032.1384369778
2332,2,2,43,0,1,1359915.9892452424
2962,2,2,39,0,0,1496870.2652668452
2640,1,4,1,1,0,1397074.054764992
2008,2,4,39,1,1,1313470.8337213465
1838,7,4,14,1,0,2477371.7129631396
1272,2,3,21,1,1,718011.5585304843
1541,3,1,18,0,1,1217201.9582995872
1065,6,2,49,0,0,1621339.0090637207
608,6,2,22,0,1,1481391.4107814606
1351,9,3,35,0,1,3131936.7498787693
1457,2,2,1,1,1,1148845.011517055
1048,7,1,24,0,1,2002011.1255557574
1741,1,3,23,1,1,1082962.5009724754
2567,6,4,18,0,0,2317295.6362690474
1026,9,4,4,1,1,3080827.036836307
924,8,3,8,0,0,2406589.7221893296
2004,6,4,12,1,1,2290559.8036759356
2268,6,3,7,0,0,1994580.352055645
1168,6,2,11,0,0,1731041.405604199
2959,8,2,27,0,1,3339866.089368142
2494,2,4,18,1,1,1488639.2750855817
1171,9,2,4,0,0,3145790.618865373
1139,8,4,20,1,0,2622905.504261877
921,2,4,32,0,0,649189.2970466142
1800,8,3,40,0,0,2729165.037635189
2581,1,1,25,1,0,1372126.6047636014
647,6,1,32,1,1,1351942.5980385463
1741,6,1,26,1,1,2055219.244625292
2883,9,3,2,1,0,3711925.077496215
2258,9,2,12,1,0,3581228.6147324266
1085,5,4,40,1,0,1393319.5265328258
985,1,2,24,1,1,587942.2982630229
2798,1,4,2,1,1,1552629.4238936158
542,7,2,19,0,1,1801126.8576542449
1366,4,1,9,1,1,1357695.1056818957
1117,9,2,5,0,1,3050401.3118643886
1042,3,4,2,1,1,893888.9464932033
2948,6,3,41,0,0,2505687.501955503
769,9,4,38,1,0,2758575.2988315215
1509,4,1,14,1,1,1335348.646371399
1186,5,4,39,0,0,1472654.1370462277
1883,5,4,9,0,0,1819791.5269434506
1349,5,4,36,0,1,1357971.842291478
1748,2,3,20,0,0,976330.6731606938
921,2,3,13,1,1,902176.4321389908
2936,1,4,7,1,0,1464676.3203183291
2352,1,1,34,1,1,1307384.0836096774
2844,4,2,4,1,0,1907603.973723581
754,3,1,32,0,1,513639.0196631618
1346,4,1,36,0,0,1182699.2477895832
2735,6,1,34,0,1,2478393.9909548517
1882,1,1,10,1,1,1027497.3569068505
2047,8,1,28,1,1,3116475.468515677
935,8,1,17,0,0,2527731.3561530807
1714,7,3,36,1,1,2355157.1773767374
2615,4,2,41,0,1,1687405.0488715388
1349,8,4,31,0,1,2565153.1739135166
1020,9,2,16,1,0,3049560.0303863366
827,5,3,1,1,1,1269613.8307919677
2125,6,1,27,0,1,2339081.1817611204
2937,8,2,32,1,1,3386197.033875508
2802,5,2,13,0,1,2145572.0845782175
2643,4,4,37,0,0,1699710.161258618
944,8,4,29,1,1,2723323.7190944715
1223,3,3,6,1,0,973524.2480288029
1402,6,1,35,1,1,1805319.0951803937
1058,9,2,25,1,0,3101531.331717713
2458,6,2,40,1,1,2544731.571858398
2843,9,4,23,1,1,4052422.3684996506
1130,8,2,48,0,1,2502253.191827097
2232,9,2,49,0,0,3485783.5313544064
808,9,4,20,0,0,2913842.862008657
2809,8,4,13,0,1,3355775.526407358
483,9,1,14,0,1,2767361.020639104
2603,7,1,31,1,0,2824784.37370304
1106,7,2,13,0,1,2171778.6200769995
2361,4,3,31,1,1,1678005.0509347683
2919,1,1,25,0,0,1296282.132813747
1847,7,2,17,1,1,2567180.217961924
533,8,1,1,1,1,2286881.1427623313
1187,9,4,18,1,1,3191807.227919134
1263,1,4,23,1,0,849158.9850656665
1066,9,2,24,1,1,3174242.89710836
676,7,2,1,0,1,1847043.5010832385
2175,7,1,45,1,0,2675269.033308896
1281,3,3,33,1,0,1035654.5408591164
2460,1,2,44,0,1,1252960.9888679122
2789,7,2,47,0,1,3009764.110898768
2482,8,1,8,1,1,3335027.5314335083
1637,6,3,33,0,0,1995579.7251178056
2852,7,4,49,1,0,2813889.153859085
558,9,1,25,1,0,2850074.1199263455
1533,8,2,44,0,0,2630017.0895301453
2996,5,1,39,0,0,2030306.2559997898
2251,4,4,5,0,0,1593073.1971245073
678,4,4,11,1,1,1142091.3574537248
2926,4,2,8,0,0,1859453.787870534
510,2,3,9,0,0,449322.33650225075
2878,7,4,20,0,1,2988924.6923522633
941,8,2,49,0,1,2453609.3674275675
1538,7,3,15,0,1,2226294.316336247
759,8,4,36,1,0,2471423.6001143237
2819,9,2,16,0,1,3704765.7599321925
1638,8,4,34,1,0,2759515.506504646
2156,5,1,13,0,0,1841257.636918045
1354,4,4,28,1,0,1202426.588214877
2706,5,4,11,1,0,2212366.3044586857
2567,1,4,32,1,0,1449013.8215298813
1375,5,4,22,1,0,1487210.20062944
1312,6,4,3,0,1,1865546.3129568584
1551,9,4,48,1,0,3279070.6052854243
1122,9,4,35,0,1,3042536.9641527827
2970,3,3,10,0,0,1501889.3369696806
2111,8,2,30,0,1,2876809.2122685118
724,8,1,19,0,1,2463836.144259552
1929,9,4,11,0,1,3543727.7398570417
1949,1,4,3,0,1,1005411.7787565795
1473,5,2,41,1,0,1493008.9375570745
2345,5,4,47,0,1,1942689.7792839797
2007,7,4,14,1,0,2378784.151002588
2516,8,1,10,1,1,3182941.1777555123
790,7,1,33,0,1,1853052.2532348975
2830,6,4,2,0,0,2407248.377277394
415,4,3,38,0,0,643881.4398639713
1245,9,1,31,0,0,3068921.866187431
1268,2,2,28,0,1,923841.8819599608
967,6,4,20,1,0,1713593.8143130392
2579,6,3,18,0,0,2489960.579547822
2419,4,4,33,1,1,1778587.3123264397
2720,3,4,34,1,1,1729784.5184264132
2046,3,1,17,0,0,1353145.648313761
2931,2,3,45,1,0,1637255.5447804462
2997,3,3,11,1,0,1873422.8898463615
756,4,2,14,0,1,890566.1652496543
2056,4,2,41,1,1,1649605.8449219044
2680,7,4,9,0,0,2594211.290050621
435,4,2,20,1,1,799047.4351697302
2860,9,1,1,1,1,3788394.5977560645
1427,8,1,18,0,1,2626182.054018148
2491,1,2,15,1,0,1097662.1703960903
513,1,1,37,1,1,277446.72306010907
2172,6,2,49,0,0,2103940.666498046
2844,4,1,46,1,1,1891370.527013155
1597,6,3,34,0,1,1928560.0321047483
1678,9,3,34,1,1,3533549.266864544
865,5,2,4,0,1,1373628.2702704486
1887,8,4,44,1,1,3054177.482281968
1246,2,4,5,0,1,931516.7461295606
901,8,4,38,0,1,2571479.5872099
840,8,2,13,1,0,2480414.9890376385
2516,2,2,27,1,1,1414120.9967281981
725,7,2,8,0,1,1950762.141534016
2165,8,1,29,1,1,3000018.4455101877
466,7,1,37,1,0,1771962.3166497715
703,6,1,22,1,1,1620071.4116383342
1371,3,2,3,1,0,823600.620244705
883,3,1,34,1,1,558703.0152223546
1328,8,3,41,1,1,2654358.5259569907
1840,4,3,24,1,1,1297063.575080614
548,8,2,34,0,1,2290700.4237250537
2695,6,4,33,1,0,2548956.9202733054
1524,3,1,2,0,1,1223109.49802914
495,2,1,38,0,0,383598.482406778
681,1,4,22,0,1,517885.4977920235
2769,4,1,8,0,1,1923571.0523811223
928,8,3,23,1,1,2574520.0553426156
2710,4,3,20,0,1,1779441.5268324285
2042,8,3,24,1,0,2938881.39554301
979,8,2,21,0,0,2468430.758952673
2063,1,1,6,1,1,1089107.5617390603
2741,6,2,27,1,0,2384610.559818157
2031,8,2,6,0,1,2928306.3549348186
2842,8,4,34,0,1,3361596.880968192
2960,1,1,17,0,1,1808788.991637291
1209,8,1,24,0,0,2473080.9630313944
1092,9,2,29,1,0,3041580.6753725354
634,6,2,8,1,0,1439919.6780507017
1351,7,1,49,0,0,2099209.5289689614
2254,6,2,5,1,0,2327765.0348799354
1760,5,4,19,1,0,1666909.3342061308
1431,1,2,17,1,0,720924.4569515665
1866,2,3,28,1,0,1036571.6578903908
2364,2,2,0,0,0,1413310.6562507986
938,9,3,37,1,1,3074139.8662993214
1219,6,3,42,1,0,1571305.036359111
2081,3,2,40,0,0,1356515.2082034026
671,3,3,25,0,0,849661.5317766992
1428,2,3,8,1,0,1054417.7410025736
2322,7,3,3,0,1,2512021.7614624314
1642,1,4,34,0,0,868098.6445938034
1541,1,4,32,1,0,911398.8799922351
992,3,3,16,1,0,1079921.0461026318
2005,1,2,1,0,1,990069.546161012
514,3,2,43,1,1,714522.2161603976
2710,9,3,9,1,1,3921100.2735374644
2077,7,4,39,0,1,2585801.0919623845
1845,9,2,46,1,1,3391601.6149650463
606,7,2,22,0,1,1943980.7060659805
2750,9,1,4,1,1,3803138.2267947467
511,3,1,17,0,1,533117.2516628491
1840,7,3,2,0,1,2640301.2154560518
2282,6,4,21,1,1,2277313.0181813226
584,2,1,19,0,1,689784.6073565616
2164,6,1,0,1,1,2100224.4476236687
1300,3,1,32,1,1,1121216.1511831323
620,2,3,32,0,0,387548.354053242
1867,5,4,15,0,1,1677908.833174253
1493,5,2,2,0,1,1635870.374109413
2874,2,3,10,0,0,1476796.5070838248
2412,3,2,10,0,0,1301841.9532442533
2890,8,1,45,1,0,3359555.813379538
1000,5,4,13,1,0,1520154.5002136158
1560,8,3,2,0,0,2697246.251322038
903,4,4,47,1,1,1062167.1852804124
2578,4,3,45,1,1,1817013.1322901137
617,6,4,47,0,1,1535934.3988073638
2618,5,4,19,1,1,2228748.688406706
1898,5,3,36,0,0,1543481.4007859232
1011,9,2,19,1,0,2999083.5292208637
1552,6,1,43,0,0,1688283.5235154142
456,3,2,10,0,1,471680.54225187097
1604,4,4,30,1,1,1294351.7315813596
645,9,4,0,1,0,3059061.707991599
543,6,2,5,1,0,1509174.7401961726
767,8,3,42,0,1,2420047.9692682005
1882,7,2,35,0,1,2503049.487427604
2665,1,3,43,0,1,1173013.4956981535
1015,1,4,15,1,1,809233.7417060733
2281,7,3,6,0,0,2510817.3909364156
1988,2,2,45,1,1,1237142.2553299952
2889,9,3,1,0,1,3865842.018449208
1098,9,2,6,1,0,3077561.2921242514
1275,2,3,39,0,0,681896.2181306246
2085,9,2,37,1,0,3467332.594534942
1344,9,3,4,1,0,3029149.120504807
1322,6,2,42,0,1,1607927.8462689875
2146,5,2,2,1,1,1892142.1036837096
424,2,2,21,1,0,631182.2951434256
2087,6,3,8,0,0,2242107.489146902
1959,9,4,4,1,0,3439563.835722519
1483,3,1,37,1,0,1146111.3537624541
833,3,2,31,0,1,762611.6759795782
1489,4,4,42,1,0,1216207.5610338629
2351,4,3,13,0,0,1617392.9575794523
2553,1,1,26,1,1,1356348.6829077236
495,2,2,8,0,1,404011.9878767208
567,6,4,18,0,1,1561530.4912574643
2489,5,3,26,0,0,1971255.074625608
2302,4,4,8,1,0,1726423.8694388892
2551,9,1,41,1,1,3643131.2938780445
2268,2,3,45,0,1,1229977.7667122982
2967,8,4,32,0,0,3331847.5401248904
2398,4,2,40,1,0,1547837.4520060292
2729,9,3,37,0,1,3689507.230036733
1533,4,4,43,0,0,1298871.8194167856
2410,2,2,23,0,1,1298103.6926836136
1148,6,4,8,1,0,1613158.8539356717
2291,9,3,14,1,1,3568816.6239605187
1230,7,4,19,0,0,2117598.9566280027
448,1,2,47,1,1,383649.8258767328
514,9,2,17,0,0,2763518.947810305
1578,6,2,4,1,0,1849644.8888859865
2072,9,2,12,0,1,3268724.8659125376
2950,2,1,13,1,0,1469145.6388180538
470,7,4,24,0,0,1659915.132330588
1759,8,2,26,0,1,2990068.970341458
466,8,4,13,1,1,2365388.6021868233
1916,5,1,32,1,0,1775258.880823679
2073,7,2,45,1,1,2480933.8002049387
2177,7,1,48,0,1,2497122.5611293097
1366,3,3,32,0,0,837640.9523974071
2628,2,3,4,1,0,1372722.0962919542
2189,5,2,35,1,0,1749850.7557978458
1012,4,4,33,0,0,751823.5646217028
2286,8,4,48,1,0,3136397.1216878593
2022,5,4,19,1,1,1828812.1116131307
1096,9,4,16,1,1,3270219.6093105846
2695,7,3,15,0,1,2746200.245311983
1637,1,4,31,0,0,913554.5475097699
2806,2,3,31,0,0,1213521.7512989077
648,8,2,5,1,1,2484668.5964330924
1037,8,4,37,1,1,2675733.386560085
1349,2,3,18,1,1,946581.7284118922
2304,7,3,13,1,0,2641534.5988893323
1511,8,2,35,1,0,2924540.7703014845
575,4,4,17,0,1,811675.7803267804
1122,3,1,8,0,1,896404.1510822934
2873,9,3,45,0,1,3795054.9630929655
1170,2,3,29,0,1,1033582.7571142648
2347,3,2,48,1,1,1393979.0765561697
1102,8,2,14,0,0,2587408.8870681915
2528,2,3,20,0,1,1478111.3004646106
1326,5,3,18,1,0,1511832.1678347017
537,8,2,32,1,1,2324711.6925784964
2917,7,1,47,1,0,2741662.2464455822
2797,4,4,44,0,0,1681230.3751483918
1549,9,4,18,1,1,3262990.3452233784
2340,2,2,5,0,1,1157008.0163536128
2291,7,1,3,1,1,2540677.3829637174
2278,7,2,9,1,0,2654968.4221046823
1653,7,4,6,1,1,2480141.7740421435
1883,7,3,1,1,0,2534713.725485506
1768,5,3,1,0,0,1701118.030202936
709,1,4,11,0,0,547734.8358797504
1443,4,2,22,1,0,1393411.9537760061
2070,5,1,23,0,1,1796016.499994244
1964,4,2,28,1,0,1460362.2337271846
1983,7,3,24,0,1,2399995.992385444
1900,2,2,22,0,0,1133673.8968547115
2716,2,2,36,1,0,1430385.4607935552
1169,2,2,39,1,1,893576.050807462
415,3,4,2,0,1,672342.2153999906
1005,5,3,21,1,0,1494580.3820654133
1781,9,4,46,1,1,3381823.7590091424
1212,3,3,8,0,1,953564.8773869568
2390,6,4,45,0,1,2362912.5054406496
2929,6,1,18,0,1,2362509.7988557187
1294,6,2,22,0,0,1604034.3799132754
1967,5,1,14,0,1,1749262.0994162753
2716,2,4,11,0,1,1490030.8005134796
813,1,2,36,0,1,525146.0530822304
424,5,2,12,1,1,1077527.1567436252
2404,8,2,8,0,0,3174561.459395165
715,5,3,11,0,1,1151186.2585543697
970,3,1,4,0,0,640891.8601082722
1124,3,2,18,1,0,979365.026688966
2249,2,2,49,0,1,1168283.5685695019
1699,7,3,11,1,0,2309100.1607818147
2353,2,4,28,1,0,1240933.4309591786
788,6,3,36,0,0,1465328.4178472424
843,8,3,49,0,1,2442639.4741649157
1370,8,3,47,1,0,2866826.822101433
2815,2,4,46,1,1,1647300.8573564354
2364,6,1,32,1,0,2307239.219765029
2789,3,3,5,1,0,1800922.1276765384
2228,9,1,49,1,1,3641286.725334752
703,3,3,48,1,0,694111.6730968718
1163,1,3,45,0,1,834164.4676632696
2373,9,2,14,1,1,3764239.753128332
1215,8,2,33,1,1,2619866.1102320002
2559,2,1,20,1,1,1575864.1193229074
1277,3,4,28,0,0,943028.0887988474
1102,7,1,37,1,0,2043118.5951262543
1343,6,2,2,0,0,1807190.740283957
2726,8,3,31,0,1,3177345.8912385483
2829,5,2,1,0,1,1977466.563818934
2460,5,4,7,0,0,2196208.8753037276
702,2,3,47,1,1,697048.2594657359
1979,6,3,26,0,0,2146804.420354942
559,5,3,3,1,1,1296972.8015803224
2601,9,3,37,1,1,3845559.2980135405
2628,3,2,12,1,0,1595942.7109253244
1603,5,1,36,1,1,1529157.3053539158
2824,3,1,24,0,1,1549971.1746578207
1591,9,1,0,1,1,3236669.0594983865
1573,9,1,20,0,1,3237613.3418860747
2463,7,3,8,0,0,2868703.0691650906
1514,1,3,8,1,0,845865.4926642634
1543,9,1,40,1,0,3288189.382670181
2379,9,1,42,0,0,3533044.329959004
652,5,4,45,1,1,1263115.797754513
1832,2,2,19,1,0,1159523.1205876707
2478,1,3,28,0,1,1138841.4671539753
1130,2,3,1,0,1,688909.6339916394
2736,4,4,3,1,0,1853727.147029687
897,4,4,27,1,1,967311.6028779489
1828,1,4,14,0,1,1063956.6183140408
947,8,2,19,0,1,2475999.092058029
1360,8,3,21,1,1,2754504.1246069437
531,8,4,39,0,0,2187867.0741241314
1747,5,4,2,1,0,1686883.075816827
1257,2,1,20,0,1,742389.5381736464
1555,4,1,2,1,1,1340550.593649629
2432,1,3,9,1,0,1295152.105749899
920,1,4,21,1,1,696581.9991472439
429,3,4,42,0,0,397726.0725653602
2451,4,3,48,0,0,1600042.7388071239
908,3,3,7,1,0,868506.1464249039
1660,3,2,34,1,0,1112687.9245211403
1958,8,4,8,1,0,2904804.026509236
415,4,1,6,0,1,631358.0573151299
1396,3,2,19,1,0,1002903.8595836253
2007,9,2,1,0,0,3386511.7839056025
2239,1,2,35,1,0,1273838.7325099022
2416,8,3,9,0,0,3039326.2836790965
1653,5,2,20,1,1,1766391.9556083148
2143,8,2,38,0,0,3119347.7783009387
2710,3,4,44,1,0,1822997.3529066918
1488,6,2,36,0,1,1994351.3583207782
2712,7,4,45,1,0,3016726.3630734244
1761,8,4,39,0,0,2734201.4737248556
777,7,4,18,1,1,2078643.1375419686
1598,7,4,43,0,1,2539508.786727996
875,2,1,40,1,0,608188.4311386422
1689,3,3,48,1,1,1139133.1388027286
728,6,1,49,1,1,1569406.7886152798
2239,3,2,8,1,0,1488511.403796631
1586,9,3,48,1,0,3300237.989154476
837,9,3,41,0,0,2916943.697400786
1790,6,1,34,0,0,1673535.47491872
2173,1,2,26,0,1,1127389.5997745586
1622,1,4,49,1,1,988399.9737005063
1923,4,4,38,0,1,1367955.3745363757
2463,8,3,42,1,0,3242941.092369033
2244,3,4,23,0,0,1503058.3675866155
1719,4,4,27,1,0,1424384.9449527862
1267,6,2,16,1,1,1757325.3861231748
2958,9,2,47,1,1,4019099.247015087
2211,4,2,42,1,1,1704791.0232719881
1383,3,3,46,0,0,1041976.7634036781
1662,9,2,21,1,1,3479389.641540115
1724,7,2,22,1,0,2271265.100235385
2453,9,1,44,1,0,3520914.674978097
1418,6,4,13,0,1,2149547.430984406
2189,4,2,17,0,0,1420566.0489217867
1206,5,3,46,1,1,1500002.0433110367
2293,2,1,28,1,1,1478756.0441116993
1809,3,1,40,1,1,1222994.2476104426
1718,5,1,47,1,0,1683975.6513661877
1541,3,1,33,0,0,1058748.4644189444
804,3,2,44,0,1,902914.4002985797
2186,9,1,28,0,1,3482594.087033684
993,4,2,37,0,0,1053630.908919242
411,4,3,17,0,0,827499.6897088172
2612,1,2,0,0,0,1282856.5114731488
1717,7,1,24,0,0,2136015.052986205
1942,9,2,23,1,1,3343895.1446197825
2525,8,3,44,1,0,3233618.517432496
1013,2,3,9,0,0,808964.3662081622
2386,6,1,43,0,1,2208347.9152031145
1268,5,1,25,1,1,1354244.0801520294
1211,8,2,48,1,0,2603311.3268396114
2222,1,2,33,1,0,1199428.4281009557
1166,9,4,31,0,0,2995835.1683154646
481,9,4,39,0,0,2687155.7522720275
2144,7,3,31,0,1,2509986.8800126524
2656,8,1,27,0,1,3115867.3851397154
921,9,2,33,0,0,2822930.3408721243
1727,5,3,3,0,1,1713091.652372084
1393,2,3,12,0,1,852717.1569680533
2912,1,2,4,0,1,1555768.036789179
1925,5,3,47,0,1,1822526.5270881145
1869,8,3,37,0,1,2821534.1092932047
1913,4,2,8,0,0,1432581.7582031772
1180,4,4,47,0,1,1099799.8155053682
1851,4,4,37,1,0,1547091.588446605
958,8,1,15,0,1,2565539.8820672063
2538,7,2,22,0,1,2733222.961236756
2437,1,1,7,0,0,1122426.7123158409
2153,6,1,47,0,0,2062033.7517891752
1259,4,1,34,1,1,1160710.3765762744
2012,2,4,38,1,1,1137925.9985224553
955,3,4,0,1,0,868984.1088487752
555,4,1,25,1,1,808703.4885547417
2449,7,4,28,0,1,2821709.600075348
1780,1,2,40,0,1,1126065.486717921
1224,1,4,35,1,0,791609.4870251531
1992,3,2,48,0,0,1249164.3841617205
1481,2,2,7,1,0,925547.4813247368
1603,3,3,24,1,1,1274161.0678922748
892,3,3,44,0,0,671593.8478922982
1068,1,2,39,0,0,576145.9796742308
474,6,4,19,1,1,1476080.7855931905
770,8,1,1,0,1,2328452.5098673287
986,5,1,31,1,1,1373837.0760628432
728,1,2,24,0,0,638387.4607231907
989,7,4,9,0,0,2040085.3157356968
2190,9,4,26,1,1,3660538.677290071
1176,7,4,11,1,0,2108316.909498913
2422,9,2,46,0,0,3493670.352120438
2751,9,3,22,0,1,3940103.3063073205
978,2,3,45,0,0,746346.279007209
620,8,2,36,0,1,2060038.3907360942
1587,7,4,46,0,0,2314887.1085819243
1903,7,3,37,1,1,2595106.811418802
2822,2,3,12,1,0,1508896.074195113
2107,1,1,47,0,1,936655.634029606
2145,4,2,33,1,0,1496181.5946594428
587,7,1,36,0,1,1754755.05501502
1614,6,4,39,0,0,1979718.6324687353
1509,2,1,9,1,0,1213200.333675382
2921,7,2,37,1,1,2879820.132376528
1243,9,2,20,0,0,2994292.4377991664
930,2,1,20,1,0,653682.5591574148
1470,5,2,48,0,1,1565881.8741313196
1362,2,4,6,0,0,673773.034755994
